"","date_of_interest","BX_CASE_COUNT","BX_HOSPITALIZED_COUNT","BX_DEATH_COUNT","BK_CASE_COUNT","BK_HOSPITALIZED_COUNT","BK_DEATH_COUNT","MN_CASE_COUNT","MN_HOSPITALIZED_COUNT","MN_DEATH_COUNT","QN_CASE_COUNT","QN_HOSPITALIZED_COUNT","QN_DEATH_COUNT","SI_CASE_COUNT","SI_HOSPITALIZED_COUNT","SI_DEATH_COUNT"
"732","03/01/2022",56,11,4,181,11,3,230,8,2,111,10,7,33,4,3
"733","03/02/2022",47,11,2,190,13,9,235,3,2,121,9,2,46,5,1
"734","03/03/2022",51,9,0,159,10,4,230,8,1,123,11,2,23,4,1
"735","03/04/2022",45,8,2,139,10,4,150,7,1,106,14,3,21,1,0
"736","03/05/2022",29,7,5,86,5,2,107,3,1,66,7,1,29,4,2
"737","03/06/2022",23,5,2,122,5,2,109,3,1,69,5,3,16,2,0
"738","03/07/2022",38,3,1,230,6,3,241,5,0,110,7,5,37,4,2
"739","03/08/2022",52,5,1,245,7,4,238,5,0,111,3,1,36,3,0
"740","03/09/2022",42,8,2,221,6,3,229,2,2,109,8,4,25,4,0
"741","03/10/2022",49,7,3,241,10,3,259,2,2,119,9,2,30,0,0
"742","03/11/2022",59,5,1,207,7,3,203,5,1,104,3,3,30,2,0
"743","03/12/2022",21,4,2,104,6,4,101,3,1,60,6,2,14,1,0
"744","03/13/2022",35,2,1,129,7,3,151,2,1,92,11,2,27,2,2
"745","03/14/2022",69,3,3,328,7,3,320,9,2,147,13,4,36,2,3
"746","03/15/2022",61,8,6,313,8,1,300,7,3,141,3,0,33,3,0
"747","03/16/2022",70,5,2,275,5,1,349,5,0,154,7,5,24,3,1
"748","03/17/2022",66,5,0,246,9,1,287,2,1,125,8,1,29,5,1
"749","03/18/2022",63,4,1,238,8,2,319,3,1,154,17,1,28,2,1
"750","03/19/2022",26,4,0,132,5,3,174,9,0,90,1,1,26,3,1
"751","03/20/2022",28,3,0,211,11,1,252,4,3,134,7,2,29,1,1
"752","03/21/2022",105,6,0,398,9,2,555,6,1,207,3,0,45,3,0
"753","03/22/2022",92,6,0,426,10,1,497,7,0,214,4,2,55,4,1
"754","03/23/2022",85,6,1,403,6,0,492,7,0,225,3,0,63,0,3
"755","03/24/2022",104,2,1,356,11,1,447,2,2,217,6,1,53,3,0
"756","03/25/2022",94,5,3,333,10,0,411,10,0,211,14,2,45,0,0
"757","03/26/2022",49,4,2,230,4,1,217,5,3,128,10,0,55,2,0
"758","03/27/2022",48,4,1,268,8,3,272,2,1,150,5,1,39,3,0
"759","03/28/2022",124,6,1,437,7,2,570,7,2,303,10,0,77,2,0
"760","03/29/2022",110,2,2,481,12,1,494,2,0,261,11,2,89,2,0
"761","03/30/2022",119,9,0,455,13,3,549,6,0,310,13,1,82,0,1
"762","03/31/2022",97,5,1,447,8,1,588,15,0,277,9,1,99,6,0
"763","04/01/2022",112,5,1,399,6,1,475,14,1,283,5,2,66,5,0
"764","04/02/2022",70,5,0,286,7,0,311,8,0,175,8,1,35,1,1
"765","04/03/2022",54,7,2,292,6,0,305,6,1,189,4,0,63,3,1
"766","04/04/2022",186,3,1,618,10,0,793,14,2,456,10,2,96,2,0
"767","04/05/2022",148,8,0,629,24,2,718,5,0,367,7,1,111,4,1
"768","04/06/2022",149,6,1,649,18,1,823,8,0,386,11,1,88,2,0
"769","04/07/2022",144,8,0,587,16,0,775,9,0,380,11,2,121,1,0
"770","04/08/2022",135,10,0,550,14,1,643,11,0,427,9,1,127,4,1
"771","04/09/2022",69,6,0,371,13,1,401,10,2,263,14,1,65,1,1
"772","04/10/2022",69,10,3,343,7,2,450,15,0,240,10,2,88,2,1
"773","04/11/2022",222,10,0,765,15,0,935,16,1,504,14,1,167,6,0
"774","04/12/2022",206,11,1,712,13,3,889,11,1,495,10,0,121,2,0
"775","04/13/2022",201,8,1,732,18,0,907,9,0,576,9,0,191,6,1
"776","04/14/2022",192,7,0,638,15,2,802,12,2,551,10,4,122,5,0
"777","04/15/2022",137,13,1,592,15,4,672,6,2,478,17,0,123,4,0
"778","04/16/2022",116,9,0,350,12,1,322,8,0,329,11,1,87,1,1
"779","04/17/2022",80,12,1,289,9,1,302,13,0,234,13,2,61,3,0
"780","04/18/2022",186,10,0,663,21,2,764,11,0,564,15,0,167,4,1
"781","04/19/2022",180,6,0,673,23,2,733,12,0,596,18,2,114,3,1
"782","04/20/2022",193,7,0,581,21,0,683,8,0,583,11,1,125,2,0
"783","04/21/2022",177,11,1,614,13,3,553,11,0,495,15,1,157,12,0
"784","04/22/2022",171,8,0,512,21,3,464,23,2,518,26,1,151,9,0
"785","04/23/2022",116,14,0,462,15,2,337,11,0,405,14,1,90,3,0
"786","04/24/2022",112,8,0,422,14,0,349,11,0,427,14,3,151,2,1
"787","04/25/2022",293,5,0,928,16,0,760,20,2,768,17,1,168,9,0
"788","04/26/2022",258,17,1,827,13,2,901,11,2,756,27,1,197,5,1
"789","04/27/2022",298,17,1,830,26,1,758,24,0,759,18,3,141,5,0
"790","04/28/2022",246,10,1,804,31,0,691,18,3,764,16,0,159,3,0
"791","04/29/2022",229,19,1,828,20,0,816,16,0,763,18,2,148,6,0
"792","04/30/2022",136,14,1,497,14,1,380,15,1,491,22,2,111,5,2
"793","05/01/2022",130,9,1,563,19,2,591,15,0,479,17,1,111,3,0
"794","05/02/2022",295,15,0,1191,20,2,1192,15,2,1000,15,0,210,4,1
"795","05/03/2022",329,19,1,1125,25,1,1017,21,1,1064,24,2,236,6,0
"796","05/04/2022",327,11,0,1116,29,0,962,25,2,1045,15,1,264,9,1
"797","05/05/2022",375,24,0,1078,23,1,798,20,2,1085,25,1,231,11,0
"798","05/06/2022",279,11,3,876,24,2,705,17,0,981,26,1,239,10,0
"799","05/07/2022",162,15,0,522,22,3,441,16,1,567,14,3,160,10,0
"800","05/08/2022",150,8,0,633,19,3,457,13,0,538,19,0,192,7,0
"801","05/09/2022",472,15,0,1265,28,5,1008,26,1,1296,24,1,304,9,1
"802","05/10/2022",375,20,0,1331,24,0,908,19,1,1145,33,1,273,8,0
"803","05/11/2022",433,28,0,1257,36,5,955,14,1,1143,22,3,294,5,1
"804","05/12/2022",440,24,1,1210,17,6,860,24,1,1169,27,1,312,10,0
"805","05/13/2022",404,23,0,1078,43,1,712,22,0,1060,30,1,266,9,0
"806","05/14/2022",235,16,2,733,36,2,507,21,2,739,29,4,213,4,2
"807","05/15/2022",205,21,1,747,18,4,450,11,2,634,26,2,195,9,0
"808","05/16/2022",556,16,2,1399,33,1,976,29,0,1247,33,3,318,14,0
"809","05/17/2022",477,28,1,1203,26,2,964,32,2,1153,24,0,337,13,2
"810","05/18/2022",549,15,0,1253,25,6,930,31,0,1176,31,2,344,7,0
"811","05/19/2022",489,11,1,1141,24,2,789,15,1,1044,22,1,279,11,0
"812","05/20/2022",429,36,2,1028,29,1,761,22,2,971,36,4,244,6,0
"813","05/21/2022",287,36,3,664,36,6,575,20,2,728,27,3,195,15,0
"814","05/22/2022",212,17,0,720,43,1,598,23,1,611,26,3,188,6,1
"815","05/23/2022",557,20,1,1404,42,4,1093,35,2,1277,34,1,363,7,1
"816","05/24/2022",520,10,2,1175,49,6,959,15,2,1017,28,2,275,8,2
"817","05/25/2022",453,26,2,1197,49,4,885,23,0,1086,29,3,263,8,2
"818","05/26/2022",429,24,1,995,30,4,724,23,0,914,27,2,234,15,0
"819","05/27/2022",370,22,0,879,29,2,691,13,2,837,24,3,178,7,1
"820","05/28/2022",193,11,1,566,20,4,484,16,2,590,13,1,173,12,0
"821","05/29/2022",181,14,1,599,37,2,404,11,1,483,17,3,119,8,5
"822","05/30/2022",208,19,1,518,28,4,425,18,2,466,24,0,102,10,0
"823","05/31/2022",512,22,2,1313,29,3,1000,28,0,1154,36,1,295,9,0
"824","06/01/2022",501,19,2,1115,36,3,802,16,2,947,28,2,231,9,0
"825","06/02/2022",378,20,1,1009,29,5,751,25,2,844,32,5,206,9,0
"826","06/03/2022",346,15,0,803,31,5,653,14,1,820,28,1,169,7,1
"827","06/04/2022",193,8,4,530,22,1,402,10,1,507,16,2,139,10,2
"828","06/05/2022",172,19,1,474,23,4,393,13,3,510,16,2,115,8,0
"829","06/06/2022",425,22,1,982,34,4,710,21,2,983,32,4,214,9,3
"830","06/07/2022",378,24,1,896,30,1,603,11,2,849,21,1,175,7,1
"831","06/08/2022",335,21,2,913,46,4,625,19,3,841,31,4,197,8,2
"832","06/09/2022",314,15,1,788,40,5,563,29,2,701,28,3,161,4,1
"833","06/10/2022",318,19,3,720,35,1,480,14,3,737,29,5,157,6,0
"834","06/11/2022",196,15,3,411,34,4,252,16,0,493,19,5,103,5,1
"835","06/12/2022",154,17,1,425,23,3,341,16,3,453,25,4,136,2,1
"836","06/13/2022",451,22,1,930,39,3,654,17,0,878,34,1,203,11,1
"837","06/14/2022",335,22,2,877,28,1,633,23,1,813,33,0,199,11,0
"838","06/15/2022",380,31,0,905,43,1,594,19,2,768,31,1,177,9,0
"839","06/16/2022",324,24,1,723,34,6,564,30,2,676,31,2,173,8,0
"840","06/17/2022",334,34,2,697,30,3,517,21,1,744,21,3,141,6,0
"841","06/18/2022",241,22,2,524,30,3,388,10,1,528,20,0,117,5,0
"842","06/19/2022",160,12,0,438,36,1,367,12,0,507,27,1,101,9,1
"843","06/20/2022",321,21,1,682,35,5,541,21,1,734,32,2,159,9,0
"844","06/21/2022",479,19,2,1085,50,2,845,29,3,1003,34,4,228,6,1
"845","06/22/2022",480,26,1,889,38,0,731,33,2,983,31,2,196,11,1
"846","06/23/2022",380,17,2,843,32,3,688,27,1,844,28,4,174,10,1
"847","06/24/2022",385,31,0,809,52,2,603,25,4,830,25,5,175,7,2
"848","06/25/2022",267,23,3,603,26,4,463,25,0,598,15,4,133,5,0
"849","06/26/2022",225,17,0,620,37,3,418,19,1,651,30,3,137,6,0
"850","06/27/2022",505,35,0,1116,25,4,830,27,5,1066,31,2,258,10,1
"851","06/28/2022",505,23,2,1139,31,3,780,21,2,984,16,3,194,14,0
"852","06/29/2022",496,34,1,1002,40,3,824,19,2,1028,17,1,214,6,2
"853","06/30/2022",504,48,2,865,35,5,705,27,0,870,23,1,176,7,0
"854","07/01/2022",452,31,2,817,35,2,663,23,0,847,23,1,185,9,2
"855","07/02/2022",310,16,0,542,19,5,483,29,3,658,24,1,159,6,0
"856","07/03/2022",290,30,0,613,34,6,484,19,2,619,20,3,150,5,1
"857","07/04/2022",265,15,1,413,27,5,424,25,2,486,30,4,96,7,0
"858","07/05/2022",765,46,2,1407,40,7,1064,21,0,1479,20,1,320,11,0
"859","07/06/2022",620,39,1,1162,31,3,944,23,1,1201,31,1,274,9,0
"860","07/07/2022",589,41,2,1193,48,1,881,20,2,1176,25,1,248,17,1
"861","07/08/2022",507,29,1,1089,43,2,753,21,0,1103,29,0,234,7,0
"862","07/09/2022",363,23,1,720,44,0,455,17,1,716,19,6,177,7,1
"863","07/10/2022",258,19,1,700,26,0,512,20,2,738,29,0,173,6,0
"864","07/11/2022",713,33,1,1305,37,0,1016,27,2,1400,24,1,304,9,1
"865","07/12/2022",659,32,1,1177,35,3,811,28,1,1165,23,2,214,4,0
"866","07/13/2022",590,31,1,1089,34,1,781,22,1,1049,29,3,191,8,0
"867","07/14/2022",560,20,1,1079,16,0,693,9,0,1006,16,1,203,4,0
"868","07/15/2022",435,5,0,958,4,0,602,2,0,846,2,1,169,0,0
